MakeID,Make,Body_Type,Year_Month,Units_Sold
84,GAC Motor,SUV,2022-06-01,6596
84,GAC Motor,SUV,2022-07-01,11304
84,GAC Motor,SUV,2022-08-01,5318
84,GAC Motor,SUV,2022-09-01,6941
84,GAC Motor,SUV,2022-10-01,6092
84,GAC Motor,SUV,2022-11-01,4005
84,GAC Motor,SUV,2022-12-01,7636
84,GAC Motor,SUV,2023-01-01,4471
84,GAC Motor,SUV,2023-02-01,2990
84,GAC Motor,SUV,2023-03-01,5946
84,GAC Motor,SUV,2023-04-01,5229
84,GAC Motor,SUV,2023-05-01,5374
84,GAC Motor,SUV,2023-06-01,4604
84,GAC Motor,SUV,2023-07-01,3959
84,GAC Motor,SUV,2023-08-01,4757
84,GAC Motor,SUV,2023-09-01,4697
84,GAC Motor,SUV,2023-10-01,4503
84,GAC Motor,SUV,2023-11-01,5657
84,GAC Motor,SUV,2023-12-01,5496
84,GAC Motor,SUV,2024-01-01,4775
84,GAC Motor,SUV,2024-02-01,2741
84,GAC Motor,SUV,2024-03-01,5271
84,GAC Motor,SUV,2024-04-01,4766
84,GAC Motor,Sedan,2018-01-01,3157
84,GAC Motor,Sedan,2018-02-01,1098
84,GAC Motor,Sedan,2018-03-01,5075
84,GAC Motor,Sedan,2018-04-01,5000
84,GAC Motor,Sedan,2018-05-01,3369
84,GAC Motor,Sedan,2018-06-01,2650
84,GAC Motor,Sedan,2018-07-01,3021
84,GAC Motor,Sedan,2018-08-01,1707
84,GAC Motor,Sedan,2018-09-01,3283
84,GAC Motor,Sedan,2018-10-01,4184
84,GAC Motor,Sedan,2018-11-01,3969
84,GAC Motor,Sedan,2018-12-01,4720
84,GAC Motor,Sedan,2019-01-01,2409
84,GAC Motor,Sedan,2019-02-01,1461
84,GAC Motor,Sedan,2019-03-01,2988
84,GAC Motor,Sedan,2019-04-01,2051
84,GAC Motor,Sedan,2019-05-01,1723
84,GAC Motor,Sedan,2019-06-01,4913
84,GAC Motor,Sedan,2019-07-01,2302
84,GAC Motor,Sedan,2019-08-01,3278
84,GAC Motor,Sedan,2019-09-01,2033
84,GAC Motor,Sedan,2019-10-01,3777
84,GAC Motor,Sedan,2019-11-01,2940
84,GAC Motor,Sedan,2019-12-01,2207
84,GAC Motor,Sedan,2020-01-01,1898
84,GAC Motor,Sedan,2020-02-01,348
84,GAC Motor,Sedan,2020-03-01,1143
84,GAC Motor,Sedan,2020-04-01,1592
84,GAC Motor,Sedan,2020-05-01,2020
84,GAC Motor,Sedan,2020-06-01,1873
84,GAC Motor,Sedan,2020-07-01,1452
84,GAC Motor,Sedan,2020-08-01,1560
84,GAC Motor,Sedan,2020-09-01,2350
84,GAC Motor,Sedan,2020-10-01,1968
84,GAC Motor,Sedan,2020-11-01,1956
84,GAC Motor,Sedan,2020-12-01,2424
84,GAC Motor,Sedan,2021-01-01,2151
84,GAC Motor,Sedan,2021-02-01,976
84,GAC Motor,Sedan,2021-03-01,1574
84,GAC Motor,Sedan,2021-04-01,1197
84,GAC Motor,Sedan,2021-05-01,983
84,GAC Motor,Sedan,2021-06-01,3479
84,GAC Motor,Sedan,2021-07-01,5354
84,GAC Motor,Sedan,2021-08-01,3900
84,GAC Motor,Sedan,2021-09-01,6153
84,GAC Motor,Sedan,2021-10-01,10021
84,GAC Motor,Sedan,2021-11-01,10052
84,GAC Motor,Sedan,2021-12-01,7110
84,GAC Motor,Sedan,2022-01-01,4458
84,GAC Motor,Sedan,2022-02-01,2002
84,GAC Motor,Sedan,2022-03-01,3002
84,GAC Motor,Sedan,2022-04-01,2800
84,GAC Motor,Sedan,2022-05-01,6079
84,GAC Motor,Sedan,2022-06-01,5069
84,GAC Motor,Sedan,2022-07-01,3624
84,GAC Motor,Sedan,2022-08-01,4277
84,GAC Motor,Sedan,2022-09-01,3118
84,GAC Motor,Sedan,2022-10-01,3449
84,GAC Motor,Sedan,2022-11-01,3327
84,GAC Motor,Sedan,2022-12-01,4619
84,GAC Motor,Sedan,2023-01-01,2893
84,GAC Motor,Sedan,2023-02-01,2342
84,GAC Motor,Sedan,2023-03-01,1496
84,GAC Motor,Sedan,2023-04-01,2794
84,GAC Motor,Sedan,2023-05-01,3993
84,GAC Motor,Sedan,2023-06-01,4846
84,GAC Motor,Sedan,2023-07-01,3728
84,GAC Motor,Sedan,2023-08-01,3942
84,GAC Motor,Sedan,2023-09-01,4209
84,GAC Motor,Sedan,2023-10-01,4009
84,GAC Motor,Sedan,2023-11-01,3855
84,GAC Motor,Sedan,2023-12-01,3570
84,GAC Motor,Sedan,2024-01-01,2790
84,GAC Motor,Sedan,2024-02-01,1714
84,GAC Motor,Sedan,2024-03-01,1496
84,GAC Motor,Sedan,2024-04-01,1614
85,GAC Toyota,Hatchback,2018-01-01,6032
85,GAC Toyota,Hatchback,2018-02-01,2526
85,GAC Toyota,Hatchback,2018-03-01,3668
85,GAC Toyota,Hatchback,2018-04-01,3456
85,GAC Toyota,Hatchback,2018-05-01,4575
85,GAC Toyota,Hatchback,2018-06-01,5319
85,GAC Toyota,Hatchback,2018-07-01,5184
85,GAC Toyota,Hatchback,2018-08-01,4500
85,GAC Toyota,Hatchback,2018-09-01,5429
85,GAC Toyota,Hatchback,2018-10-01,5110
85,GAC Toyota,Hatchback,2018-11-01,5214
85,GAC Toyota,Hatchback,2018-12-01,3322
85,GAC Toyota,Hatchback,2019-01-01,8436
85,GAC Toyota,Hatchback,2019-02-01,3219
85,GAC Toyota,Hatchback,2019-03-01,5662
85,GAC Toyota,Hatchback,2019-04-01,1682
85,GAC Toyota,Hatchback,2019-05-01,7552
85,GAC Toyota,Hatchback,2019-06-01,6838
85,GAC Toyota,Hatchback,2019-07-01,6545
85,GAC Toyota,Hatchback,2019-08-01,4469
85,GAC Toyota,Hatchback,2019-09-01,6323
85,GAC Toyota,Hatchback,2019-10-01,10084
85,GAC Toyota,Hatchback,2019-11-01,7141
85,GAC Toyota,Hatchback,2019-12-01,7013
85,GAC Toyota,Hatchback,2020-01-01,8547
85,GAC Toyota,Hatchback,2020-02-01,1132
85,GAC Toyota,Hatchback,2020-03-01,7002
85,GAC Toyota,Hatchback,2020-04-01,7488
85,GAC Toyota,Hatchback,2020-05-01,7405
85,GAC Toyota,Hatchback,2020-06-01,8656
85,GAC Toyota,Hatchback,2020-07-01,9617
85,GAC Toyota,Hatchback,2020-08-01,6594
85,GAC Toyota,Hatchback,2020-09-01,8547
85,GAC Toyota,Hatchback,2020-10-01,8480
85,GAC Toyota,Hatchback,2020-11-01,7888
85,GAC Toyota,Hatchback,2020-12-01,6944
85,GAC Toyota,Hatchback,2021-01-01,8862
85,GAC Toyota,Hatchback,2021-02-01,7089
85,GAC Toyota,Hatchback,2021-03-01,8835
85,GAC Toyota,Hatchback,2021-04-01,9759
85,GAC Toyota,Hatchback,2021-05-01,6448
85,GAC Toyota,Hatchback,2021-06-01,6273
85,GAC Toyota,Hatchback,2021-07-01,5443
85,GAC Toyota,Hatchback,2021-08-01,5357
85,GAC Toyota,Hatchback,2021-09-01,4761
85,GAC Toyota,Hatchback,2021-10-01,5402
85,GAC Toyota,Hatchback,2021-11-01,4624
85,GAC Toyota,Hatchback,2021-12-01,8020
85,GAC Toyota,Hatchback,2022-01-01,7877
85,GAC Toyota,Hatchback,2022-02-01,3353
85,GAC Toyota,Hatchback,2022-03-01,5508
85,GAC Toyota,Hatchback,2022-04-01,4505
85,GAC Toyota,Hatchback,2022-05-01,5467
85,GAC Toyota,Hatchback,2022-06-01,8966
85,GAC Toyota,Hatchback,2022-07-01,7597
85,GAC Toyota,Hatchback,2022-08-01,7201
85,GAC Toyota,Hatchback,2022-09-01,8511
85,GAC Toyota,Hatchback,2022-10-01,7537
85,GAC Toyota,Hatchback,2022-11-01,6954
85,GAC Toyota,Hatchback,2022-12-01,7837
85,GAC Toyota,Hatchback,2023-01-01,5808
85,GAC Toyota,Hatchback,2023-02-01,5797
85,GAC Toyota,Hatchback,2023-03-01,5691
85,GAC Toyota,Hatchback,2023-04-01,6317
85,GAC Toyota,Hatchback,2023-05-01,2264
85,GAC Toyota,Hatchback,2023-06-01,260
85,GAC Toyota,Hatchback,2023-07-01,92
85,GAC Toyota,Hatchback,2023-08-01,14
85,GAC Toyota,MPV,2021-12-01,2791
85,GAC Toyota,MPV,2022-01-01,5399
85,GAC Toyota,MPV,2022-02-01,4020
85,GAC Toyota,MPV,2022-03-01,6319
85,GAC Toyota,MPV,2022-04-01,4642
85,GAC Toyota,MPV,2022-05-01,7635
85,GAC Toyota,MPV,2022-06-01,7230
85,GAC Toyota,MPV,2022-07-01,6109
85,GAC Toyota,MPV,2022-08-01,6853
85,GAC Toyota,MPV,2022-09-01,7824
85,GAC Toyota,MPV,2022-10-01,6661
85,GAC Toyota,MPV,2022-11-01,6522
85,GAC Toyota,MPV,2022-12-01,5296
85,GAC Toyota,MPV,2023-01-01,6621
85,GAC Toyota,MPV,2023-02-01,5653
85,GAC Toyota,MPV,2023-03-01,6232
85,GAC Toyota,MPV,2023-04-01,7101
85,GAC Toyota,MPV,2023-05-01,6247
85,GAC Toyota,MPV,2023-06-01,5850
85,GAC Toyota,MPV,2023-07-01,7094
85,GAC Toyota,MPV,2023-08-01,6668
85,GAC Toyota,MPV,2023-09-01,7032
85,GAC Toyota,MPV,2023-10-01,6505
85,GAC Toyota,MPV,2023-11-01,5866
85,GAC Toyota,MPV,2023-12-01,5706
85,GAC Toyota,MPV,2024-01-01,6976
85,GAC Toyota,MPV,2024-02-01,4109
85,GAC Toyota,MPV,2024-03-01,6730
85,GAC Toyota,MPV,2024-04-01,6309
85,GAC Toyota,SUV,2018-01-01,10456
85,GAC Toyota,SUV,2018-02-01,2599
85,GAC Toyota,SUV,2018-03-01,6433
85,GAC Toyota,SUV,2018-04-01,9122
85,GAC Toyota,SUV,2018-05-01,9227
85,GAC Toyota,SUV,2018-06-01,9250
85,GAC Toyota,SUV,2018-07-01,9487
85,GAC Toyota,SUV,2018-08-01,9879
85,GAC Toyota,SUV,2018-09-01,10506
85,GAC Toyota,SUV,2018-10-01,9935
85,GAC Toyota,SUV,2018-11-01,9039
85,GAC Toyota,SUV,2018-12-01,8923
85,GAC Toyota,SUV,2019-01-01,10481
85,GAC Toyota,SUV,2019-02-01,4612
85,GAC Toyota,SUV,2019-03-01,6979
85,GAC Toyota,SUV,2019-04-01,7502
85,GAC Toyota,SUV,2019-05-01,9584
85,GAC Toyota,SUV,2019-06-01,8601
85,GAC Toyota,SUV,2019-07-01,7651
85,GAC Toyota,SUV,2019-08-01,7580
85,GAC Toyota,SUV,2019-09-01,9665
85,GAC Toyota,SUV,2019-10-01,11308
85,GAC Toyota,SUV,2019-11-01,8961
85,GAC Toyota,SUV,2019-12-01,8097
85,GAC Toyota,SUV,2020-01-01,10176
85,GAC Toyota,SUV,2020-02-01,1158
85,GAC Toyota,SUV,2020-03-01,7184
85,GAC Toyota,SUV,2020-04-01,7333
85,GAC Toyota,SUV,2020-05-01,8530
85,GAC Toyota,SUV,2020-06-01,9792
85,GAC Toyota,SUV,2020-07-01,10201
85,GAC Toyota,SUV,2020-08-01,8306
85,GAC Toyota,SUV,2020-09-01,9841
85,GAC Toyota,SUV,2020-10-01,9803
85,GAC Toyota,SUV,2020-11-01,11086
85,GAC Toyota,SUV,2020-12-01,10825
85,GAC Toyota,SUV,2021-01-01,12271
85,GAC Toyota,SUV,2021-02-01,5808
85,GAC Toyota,SUV,2021-03-01,10307
85,GAC Toyota,SUV,2021-04-01,10777
85,GAC Toyota,SUV,2021-05-01,10861
85,GAC Toyota,SUV,2021-06-01,6517
85,GAC Toyota,SUV,2021-07-01,12291
85,GAC Toyota,SUV,2021-08-01,8157
85,GAC Toyota,SUV,2021-09-01,9919
85,GAC Toyota,SUV,2021-10-01,13065
85,GAC Toyota,SUV,2021-11-01,18043
85,GAC Toyota,SUV,2021-12-01,16665
85,GAC Toyota,SUV,2022-01-01,16982
85,GAC Toyota,SUV,2022-02-01,5863
85,GAC Toyota,SUV,2022-03-01,13798
85,GAC Toyota,SUV,2022-04-01,10342
85,GAC Toyota,SUV,2022-05-01,12734
85,GAC Toyota,SUV,2022-06-01,13285
85,GAC Toyota,SUV,2022-07-01,12310
85,GAC Toyota,SUV,2022-08-01,17532
85,GAC Toyota,SUV,2022-09-01,12928
85,GAC Toyota,SUV,2022-10-01,9975
85,GAC Toyota,SUV,2022-11-01,12234
85,GAC Toyota,SUV,2022-12-01,11354
85,GAC Toyota,SUV,2023-01-01,7698
85,GAC Toyota,SUV,2023-02-01,9334
85,GAC Toyota,SUV,2023-03-01,9271
85,GAC Toyota,SUV,2023-04-01,11912
85,GAC Toyota,SUV,2023-05-01,14509
85,GAC Toyota,SUV,2023-06-01,16875
85,GAC Toyota,SUV,2023-07-01,14473
85,GAC Toyota,SUV,2023-08-01,19839
85,GAC Toyota,SUV,2023-09-01,21488
85,GAC Toyota,SUV,2023-10-01,21704
85,GAC Toyota,SUV,2023-11-01,20044
85,GAC Toyota,SUV,2023-12-01,17589
85,GAC Toyota,SUV,2024-01-01,18066
85,GAC Toyota,SUV,2024-02-01,10774
85,GAC Toyota,SUV,2024-03-01,14913
85,GAC Toyota,SUV,2024-04-01,14243
85,GAC Toyota,Sedan,2018-01-01,14053
85,GAC Toyota,Sedan,2018-02-01,7765
85,GAC Toyota,Sedan,2018-03-01,15069
85,GAC Toyota,Sedan,2018-04-01,15575
85,GAC Toyota,Sedan,2018-05-01,23578
85,GAC Toyota,Sedan,2018-06-01,16767
85,GAC Toyota,Sedan,2018-07-01,17528
85,GAC Toyota,Sedan,2018-08-01,16619
85,GAC Toyota,Sedan,2018-09-01,20553
85,GAC Toyota,Sedan,2018-10-01,17732
85,GAC Toyota,Sedan,2018-11-01,19911
85,GAC Toyota,Sedan,2018-12-01,13830
85,GAC Toyota,Sedan,2019-01-01,26681
85,GAC Toyota,Sedan,2019-02-01,10087
85,GAC Toyota,Sedan,2019-03-01,18388
85,GAC Toyota,Sedan,2019-04-01,14079
85,GAC Toyota,Sedan,2019-05-01,14747
85,GAC Toyota,Sedan,2019-06-01,15508
85,GAC Toyota,Sedan,2019-07-01,21771
85,GAC Toyota,Sedan,2019-08-01,21990
85,GAC Toyota,Sedan,2019-09-01,21785
85,GAC Toyota,Sedan,2019-10-01,20516
85,GAC Toyota,Sedan,2019-11-01,22393
85,GAC Toyota,Sedan,2019-12-01,17445
85,GAC Toyota,Sedan,2020-01-01,23915
85,GAC Toyota,Sedan,2020-02-01,2266
85,GAC Toyota,Sedan,2020-03-01,14822
85,GAC Toyota,Sedan,2020-04-01,19815
85,GAC Toyota,Sedan,2020-05-01,19687
85,GAC Toyota,Sedan,2020-06-01,16700
85,GAC Toyota,Sedan,2020-07-01,19537
85,GAC Toyota,Sedan,2020-08-01,20240
85,GAC Toyota,Sedan,2020-09-01,25911
85,GAC Toyota,Sedan,2020-10-01,20582
85,GAC Toyota,Sedan,2020-11-01,22597
85,GAC Toyota,Sedan,2020-12-01,21407
85,GAC Toyota,Sedan,2021-01-01,28763
85,GAC Toyota,Sedan,2021-02-01,13961
85,GAC Toyota,Sedan,2021-03-01,19759
85,GAC Toyota,Sedan,2021-04-01,20321
85,GAC Toyota,Sedan,2021-05-01,23916
85,GAC Toyota,Sedan,2021-06-01,23944
85,GAC Toyota,Sedan,2021-07-01,22969
85,GAC Toyota,Sedan,2021-08-01,9060
85,GAC Toyota,Sedan,2021-09-01,11536
85,GAC Toyota,Sedan,2021-10-01,22170
85,GAC Toyota,Sedan,2021-11-01,23256
85,GAC Toyota,Sedan,2021-12-01,24179
85,GAC Toyota,Sedan,2022-01-01,28023
85,GAC Toyota,Sedan,2022-02-01,13670
85,GAC Toyota,Sedan,2022-03-01,27211
85,GAC Toyota,Sedan,2022-04-01,16548
85,GAC Toyota,Sedan,2022-05-01,22426
85,GAC Toyota,Sedan,2022-06-01,23714
85,GAC Toyota,Sedan,2022-07-01,20598
85,GAC Toyota,Sedan,2022-08-01,42330
85,GAC Toyota,Sedan,2022-09-01,24185
85,GAC Toyota,Sedan,2022-10-01,19738
85,GAC Toyota,Sedan,2022-11-01,21860
85,GAC Toyota,Sedan,2022-12-01,16525
85,GAC Toyota,Sedan,2023-01-01,14396
85,GAC Toyota,Sedan,2023-02-01,14401
85,GAC Toyota,Sedan,2023-03-01,11703
85,GAC Toyota,Sedan,2023-04-01,18193
85,GAC Toyota,Sedan,2023-05-01,19762
85,GAC Toyota,Sedan,2023-06-01,24036
85,GAC Toyota,Sedan,2023-07-01,17613
85,GAC Toyota,Sedan,2023-08-01,19737
85,GAC Toyota,Sedan,2023-09-01,21677
85,GAC Toyota,Sedan,2023-10-01,21514
85,GAC Toyota,Sedan,2023-11-01,19783
85,GAC Toyota,Sedan,2023-12-01,22688
85,GAC Toyota,Sedan,2024-01-01,16352
85,GAC Toyota,Sedan,2024-02-01,7041
85,GAC Toyota,Sedan,2024-03-01,7344
85,GAC Toyota,Sedan,2024-04-01,9323
86,GAC Toyota New Energy,SUV,2018-11-01,484
86,GAC Toyota New Energy,SUV,2018-12-01,515
86,GAC Toyota New Energy,Sedan,2019-11-01,865
86,GAC Toyota New Energy,Sedan,2019-12-01,1178
86,GAC Toyota New Energy,Sedan,2020-01-01,1236
86,GAC Toyota New Energy,Sedan,2020-03-01,221
86,GAC Toyota New Energy,Sedan,2020-04-01,606
86,GAC Toyota New Energy,Sedan,2020-05-01,599
86,GAC Toyota New Energy,Sedan,2020-06-01,293
86,GAC Toyota New Energy,Sedan,2020-07-01,609
86,GAC Toyota New Energy,Sedan,2020-08-01,686
86,GAC Toyota New Energy,Sedan,2020-09-01,552
86,GAC Toyota New Energy,Sedan,2020-10-01,665
86,GAC Toyota New Energy,Sedan,2020-11-01,654
86,GAC Toyota New Energy,Sedan,2020-12-01,707
86,GAC Toyota New Energy,Sedan,2021-01-01,592
86,GAC Toyota New Energy,Sedan,2021-02-01,370
86,GAC Toyota New Energy,Sedan,2021-03-01,852
86,GAC Toyota New Energy,Sedan,2021-04-01,476
86,GAC Toyota New Energy,Sedan,2021-05-01,493
86,GAC Toyota New Energy,Sedan,2021-06-01,179
86,GAC Toyota New Energy,Sedan,2021-07-01,252
86,GAC Toyota New Energy,Sedan,2021-08-01,266
86,GAC Toyota New Energy,Sedan,2021-09-01,12
86,GAC Toyota New Energy,Sedan,2021-10-01,128
86,GAC Toyota New Energy,Sedan,2021-11-01,11
86,GAC Toyota New Energy,Sedan,2021-12-01,264
86,GAC Toyota New Energy,Sedan,2022-01-01,193
86,GAC Toyota New Energy,Sedan,2022-02-01,390
86,GAC Toyota New Energy,Sedan,2022-03-01,22
86,GAC Toyota New Energy,Sedan,2022-04-01,78
86,GAC Toyota New Energy,Sedan,2022-05-01,70
86,GAC Toyota New Energy,Sedan,2022-06-01,72
86,GAC Toyota New Energy,Sedan,2022-07-01,60
86,GAC Toyota New Energy,Sedan,2022-08-01,144
86,GAC Toyota New Energy,Sedan,2022-09-01,49
86,GAC Toyota New Energy,Sedan,2022-11-01,31
86,GAC Toyota New Energy,Sedan,2022-12-01,159
86,GAC Toyota New Energy,Sedan,2023-01-01,8
86,GAC Toyota New Energy,Sedan,2023-02-01,93
86,GAC Toyota New Energy,Sedan,2023-03-01,128
86,GAC Toyota New Energy,Sedan,2023-04-01,81
86,GAC Toyota New Energy,Sedan,2023-05-01,21
86,GAC Toyota New Energy,Sedan,2023-06-01,9
86,GAC Toyota New Energy,Sedan,2023-07-01,3
86,GAC Toyota New Energy,Sedan,2023-08-01,1
86,GAC Toyota New Energy,Sedan,2023-09-01,4
87,GM Cadillac,SUV,2018-01-01,10385
87,GM Cadillac,SUV,2018-02-01,6131
87,GM Cadillac,SUV,2018-03-01,6659
87,GM Cadillac,SUV,2018-04-01,6200
87,GM Cadillac,SUV,2018-05-01,6614
87,GM Cadillac,SUV,2018-06-01,4838
87,GM Cadillac,SUV,2018-07-01,4941
87,GM Cadillac,SUV,2018-08-01,4888
87,GM Cadillac,SUV,2018-09-01,5163
87,GM Cadillac,SUV,2018-10-01,5987
87,GM Cadillac,SUV,2018-11-01,4238
87,GM Cadillac,SUV,2018-12-01,7589
87,GM Cadillac,SUV,2019-01-01,7329
87,GM Cadillac,SUV,2019-02-01,3383
87,GM Cadillac,SUV,2019-03-01,4400
87,GM Cadillac,SUV,2019-04-01,5849
87,GM Cadillac,SUV,2019-05-01,5227
87,GM Cadillac,SUV,2019-06-01,4584
87,GM Cadillac,SUV,2019-07-01,6111
87,GM Cadillac,SUV,2019-08-01,6946
87,GM Cadillac,SUV,2019-09-01,5793
87,GM Cadillac,SUV,2019-10-01,5669
87,GM Cadillac,SUV,2019-11-01,6005
87,GM Cadillac,SUV,2019-12-01,6689
87,GM Cadillac,SUV,2020-01-01,4579
87,GM Cadillac,SUV,2020-02-01,70
87,GM Cadillac,SUV,2020-03-01,2198
87,GM Cadillac,SUV,2020-04-01,6413
87,GM Cadillac,SUV,2020-05-01,7047
87,GM Cadillac,SUV,2020-06-01,6416
87,GM Cadillac,SUV,2020-07-01,5852
87,GM Cadillac,SUV,2020-08-01,5865
87,GM Cadillac,SUV,2020-09-01,6666
87,GM Cadillac,SUV,2020-10-01,6663
87,GM Cadillac,SUV,2020-11-01,6058
87,GM Cadillac,SUV,2020-12-01,6512
87,GM Cadillac,SUV,2021-01-01,6718
87,GM Cadillac,SUV,2021-02-01,2680
87,GM Cadillac,SUV,2021-03-01,5164
87,GM Cadillac,SUV,2021-04-01,4068
87,GM Cadillac,SUV,2021-05-01,5314
87,GM Cadillac,SUV,2021-06-01,3050
87,GM Cadillac,SUV,2021-07-01,3985
87,GM Cadillac,SUV,2021-08-01,5428
87,GM Cadillac,SUV,2021-09-01,4964
87,GM Cadillac,SUV,2021-10-01,5170
87,GM Cadillac,SUV,2021-11-01,5094
87,GM Cadillac,SUV,2021-12-01,6057
87,GM Cadillac,SUV,2022-01-01,6546
87,GM Cadillac,SUV,2022-02-01,3177
87,GM Cadillac,SUV,2022-03-01,1408
87,GM Cadillac,SUV,2022-04-01,161
87,GM Cadillac,SUV,2022-05-01,3125
87,GM Cadillac,SUV,2022-06-01,5838
87,GM Cadillac,SUV,2022-07-01,5176
87,GM Cadillac,SUV,2022-08-01,6517
87,GM Cadillac,SUV,2022-09-01,6503
87,GM Cadillac,SUV,2022-10-01,7000
87,GM Cadillac,SUV,2022-11-01,4880
87,GM Cadillac,SUV,2022-12-01,8051
87,GM Cadillac,SUV,2023-01-01,1480
87,GM Cadillac,SUV,2023-02-01,3483
87,GM Cadillac,SUV,2023-03-01,2662
87,GM Cadillac,SUV,2023-04-01,4313
87,GM Cadillac,SUV,2023-05-01,4536
87,GM Cadillac,SUV,2023-06-01,3996
87,GM Cadillac,SUV,2023-07-01,3093
87,GM Cadillac,SUV,2023-08-01,3482
87,GM Cadillac,SUV,2023-09-01,1021
87,GM Cadillac,SUV,2023-10-01,2563
87,GM Cadillac,Sedan,2018-01-01,7500
87,GM Cadillac,Sedan,2018-02-01,5379
87,GM Cadillac,Sedan,2018-03-01,5894
87,GM Cadillac,Sedan,2018-04-01,5262
87,GM Cadillac,Sedan,2018-05-01,5013
87,GM Cadillac,Sedan,2018-06-01,4196
87,GM Cadillac,Sedan,2018-07-01,4248
87,GM Cadillac,Sedan,2018-08-01,4912
87,GM Cadillac,Sedan,2018-09-01,5481
87,GM Cadillac,Sedan,2018-10-01,6567
87,GM Cadillac,Sedan,2018-11-01,5759
87,GM Cadillac,Sedan,2018-12-01,5148
87,GM Cadillac,Sedan,2019-01-01,7185
87,GM Cadillac,Sedan,2019-02-01,2990
87,GM Cadillac,Sedan,2019-03-01,6511
87,GM Cadillac,Sedan,2019-04-01,5194
87,GM Cadillac,Sedan,2019-05-01,4876
87,GM Cadillac,Sedan,2019-06-01,7641
87,GM Cadillac,Sedan,2019-07-01,2104
87,GM Cadillac,Sedan,2019-08-01,2272
87,GM Cadillac,Sedan,2019-09-01,4855
87,GM Cadillac,Sedan,2019-10-01,2664
87,GM Cadillac,Sedan,2019-11-01,2955
87,GM Cadillac,Sedan,2019-12-01,3236
87,GM Cadillac,Sedan,2020-01-01,4693
87,GM Cadillac,Sedan,2020-02-01,30
87,GM Cadillac,Sedan,2020-03-01,907
87,GM Cadillac,Sedan,2020-04-01,2300
87,GM Cadillac,Sedan,2020-05-01,2876
87,GM Cadillac,Sedan,2020-06-01,3296
87,GM Cadillac,Sedan,2020-07-01,4223
87,GM Cadillac,Sedan,2020-08-01,4624
87,GM Cadillac,Sedan,2020-09-01,6012
87,GM Cadillac,Sedan,2020-10-01,5161
87,GM Cadillac,Sedan,2020-11-01,5701
87,GM Cadillac,Sedan,2020-12-01,6481
87,GM Cadillac,Sedan,2021-01-01,5800
87,GM Cadillac,Sedan,2021-02-01,3086
87,GM Cadillac,Sedan,2021-03-01,5251
87,GM Cadillac,Sedan,2021-04-01,4860
87,GM Cadillac,Sedan,2021-05-01,3922
87,GM Cadillac,Sedan,2021-06-01,5350
87,GM Cadillac,Sedan,2021-07-01,4158
87,GM Cadillac,Sedan,2021-08-01,4767
87,GM Cadillac,Sedan,2021-09-01,6488
87,GM Cadillac,Sedan,2021-10-01,6255
87,GM Cadillac,Sedan,2021-11-01,6007
87,GM Cadillac,Sedan,2021-12-01,6154
87,GM Cadillac,Sedan,2022-01-01,6469
87,GM Cadillac,Sedan,2022-02-01,4329
87,GM Cadillac,Sedan,2022-03-01,4693
87,GM Cadillac,Sedan,2022-04-01,583
87,GM Cadillac,Sedan,2022-05-01,2525
87,GM Cadillac,Sedan,2022-06-01,6482
87,GM Cadillac,Sedan,2022-07-01,7562
87,GM Cadillac,Sedan,2022-08-01,7702
87,GM Cadillac,Sedan,2022-09-01,7937
87,GM Cadillac,Sedan,2022-10-01,7081
87,GM Cadillac,Sedan,2022-11-01,9124
87,GM Cadillac,Sedan,2022-12-01,10615
87,GM Cadillac,Sedan,2023-01-01,4915
87,GM Cadillac,Sedan,2023-02-01,2154
87,GM Cadillac,Sedan,2023-03-01,5603
87,GM Cadillac,Sedan,2023-04-01,7866
87,GM Cadillac,Sedan,2023-05-01,9112
87,GM Cadillac,Sedan,2023-06-01,8995
87,GM Cadillac,Sedan,2023-07-01,4905
87,GM Cadillac,Sedan,2023-08-01,6764
87,GM Cadillac,Sedan,2023-09-01,6767
87,GM Cadillac,Sedan,2023-10-01,10238
88,GWM New Energy,Hatchback,2020-10-01,119
88,GWM New Energy,Hatchback,2020-11-01,275
88,GWM New Energy,Hatchback,2020-12-01,435
88,GWM New Energy,Hatchback,2021-01-01,537
88,GWM New Energy,Hatchback,2021-02-01,303
88,GWM New Energy,Hatchback,2021-03-01,566
88,GWM New Energy,Hatchback,2021-04-01,1008
88,GWM New Energy,Hatchback,2021-05-01,1019
88,GWM New Energy,Hatchback,2021-06-01,1036
88,GWM New Energy,Hatchback,2021-07-01,1438
88,GWM New Energy,Hatchback,2021-08-01,1124
88,GWM New Energy,Hatchback,2021-09-01,1528
88,GWM New Energy,Hatchback,2021-10-01,2078
88,GWM New Energy,Hatchback,2021-11-01,2209
88,GWM New Energy,Hatchback,2021-12-01,2413
88,GWM New Energy,Hatchback,2022-01-01,3266
88,GWM New Energy,Hatchback,2022-02-01,2850
88,GWM New Energy,Hatchback,2022-03-01,3100
88,GWM New Energy,Hatchback,2022-04-01,2606
88,GWM New Energy,Hatchback,2022-05-01,2949
88,GWM New Energy,Hatchback,2022-06-01,2806
88,GWM New Energy,Hatchback,2022-07-01,2234
88,GWM New Energy,Hatchback,2022-08-01,2128
88,GWM New Energy,Hatchback,2022-09-01,2208
88,GWM New Energy,Hatchback,2022-10-01,2183
88,GWM New Energy,Hatchback,2022-11-01,1890
88,GWM New Energy,Hatchback,2022-12-01,1836
